"distance","avg_fare"
"160979.6","21.07"
"163954.3","8.5"
"164789.1","42.27"
"167441.5","44.62"
"167957.9","8.6"
"176264.1","15.0"
"178237.7","41.18"
"183363.8","71.01"
"184908.3","12.18"
"192081.7","60.2"
"196490.5","33.59"
"221436.7","27.61"
"221544.9","31.21"
"236183.1","22.75"
"236216.7","13.58"
"237567.2","72.99"
"269097.5","12.19"
